"area_id","pop_density","age_adult_mean","female_adult_share","caraccess_adult_share"
"W02000389","4233.7","47.664652122641506","0.53125","0.8173076923076923"
"W02000390","3583.0","52.5353480841878","0.5251813913785744","0.9084507042253521"
"W02000391","7414.0","32.08548520221672","0.5093144560357675","0.782973174366617"
"W02000392","3436.0","52.086049543676666","0.5189928057553956","0.897410071942446"
"W02000393","4258.4","47.237148217636026","0.5366750532223727","0.7931101219276175"
"W02000394","9720.6","28.576656775469832","0.5322122216958788","0.7446707721459024"
"W02000395","4108.7","47.340058160668846","0.5208098987626547","0.8196475440569929"
"W02000396","10626.3","36.66626847842318","0.48783134397767786","0.7521314524879864"
"W02000397","4279.3","50.286468767073394","0.5356667300741867","0.8067338786380065"
"W02000398","5162.6","25.77776847043056","0.49994282447112637","0.6516866781017724"
"W02000399","11677.7","35.821167517773105","0.46311889525092625","0.5971707645671943"
"W02000400","3311.6","45.491164803461956","0.4991692818903452","0.7899206202695219"
"W02000401","6638.0","48.9186","0.5189222542163718","0.8403948992184286"
"W02000402","10882.1","35.180350877192986","0.46206251669783593","0.5984504408228694"
"W02000403","2491.7","43.54627615062761","0.5224690520603696","0.7405460403595049"
"W02000404","3646.2","44.01271829916477","0.5179870257519167","0.6738745822685276"
"W02000405","6226.9","43.70736185055994","0.5597836224584966","0.6601380339488901"
"W02000406","4616.5","44.713377324535095","0.5208955223880597","0.7900497512437811"
"W02000407","3655.8","47.530837438423646","0.5437152849207982","0.7348282246451348"
"W02000408","10666.2","41.079663865546216","0.476009007448467","0.6151047981985103"
"W02000409","3957.8","48.754873496474495","0.5384943484751546","0.783535935167413"
"W02000410","11230.5","40.658266569555714","0.48821233411397347","0.7086651053864169"
"W02000411","4365.6","46.940332759609866","0.5252026092113066","0.7799960466495355"
"W02000412","3586.7","44.61081866037394","0.5048908954100828","0.7484951091045899"
"W02000414","8.5","56.059447179098825","0.5021713383339913","0.9626924595341493"
"W02000415","350.5","47.760765550239235","0.5391108610016883","0.7250984805852561"
"W02000416","61.8","54.38439434129089","0.5133513704270086","0.8913069050699918"
"W02000417","311.0","50.80160670625218","0.5136500300661455","0.8870715574263379"
"W02000418","38.9","55.062376887721605","0.5101457840819543","0.9379432624113475"
"W02000419","4181.9","52.248419055649244","0.5289625831787935","0.8650594523835496"
"W02000421","15.0","55.06908445846063","0.5090681676047529","0.9416301855326246"
"W02000422","1430.7","37.08052686723544","0.4541084572630314","0.7680636923539131"
"W02000423","4972.0","38.979757548032936","0.4656655290102389","0.6718088737201365"
"W02000424","433.4","55.60498338870432","0.5124185309142153","0.9374669719922494"
"W02000425","130.8","49.35654065814523","0.5070297205908525","0.9460758142018153"
"W02000426","3392.1","53.64810037523452","0.5228382999511481","0.8845872007816317"
"W02000427","116.3","51.20358772954039","0.5168713353247041","0.8465538223254785"
"W02000428","964.3","52.49474023185917","0.5180222907280057","0.9255394830448186"
