domain_id,mrp_mean,mrp_lower,mrp_upper,mrp_ci_width
W02000291,14.415589473305946,13.421888788365038,15.439028378483506,2.017139590118468
W02000292,13.769066958134905,12.918721520815792,14.633800949897937,1.7150794290821452
W02000293,13.240769817682047,12.381500115721984,14.159560671589105,1.7780605558671212
W02000294,14.369590486781032,13.400458992058132,15.405560656465985,2.005101664407853
W02000295,14.252808151382158,13.326662084907532,15.206720241789942,1.8800581568824093
W02000296,13.097106730621206,12.174924758713317,14.062348747434026,1.887423988720709
W02000297,14.164815302191577,13.256058995722602,15.097949105286045,1.8418901095634421
W02000298,13.375459337933297,12.523690961294758,14.240998825382851,1.7173078640880934
W02000299,14.229034535842796,13.300550709823595,15.176855893822097,1.876305183998502
W02000300,13.746566494788699,12.907285079312912,14.603505538399547,1.6962204590866357
W02000301,14.103618027883877,13.213429795528707,15.019707363899226,1.8062775683705183
W02000302,14.18426188156347,13.260091477481305,15.11731956862515,1.8572280911438455
W02000303,14.405590558839782,13.445554534521417,15.422210773662133,1.9766562391407163
W02000304,14.357703159956332,13.39262202288398,15.375873101020716,1.9832510781367354
W02000305,13.225479937216866,12.36367032678892,14.152147931605546,1.7884776048166255
W02000306,13.979840413147446,13.099192807955456,14.879115600311502,1.7799227923560466
W02000307,14.278030243200552,13.339339749670932,15.242416082202576,1.9030763325316435
W02000308,13.812297358335021,12.956770406961398,14.679630818970287,1.7228604120088882
W02000309,14.126724000113786,13.215085892399964,15.078675788933603,1.8635898965336395
W02000310,14.420516641759844,13.407353914138431,15.455036493418946,2.047682579280515
W02000311,12.683657979857824,11.61775730405162,13.819505366289814,2.2017480622381935
W02000312,12.76618845688447,11.73186400504049,13.863721668896096,2.1318576638556053
W02000313,13.85305850050781,12.995640949302949,14.72945724009668,1.7338162907937313
W02000314,14.048393392552427,13.170271015965985,14.94057683497106,1.770305819005074
W02000315,14.063841004065436,13.179124256815555,14.972620542903883,1.7934962860883275
W02000316,14.285057165969697,13.34801384318157,15.29099809359409,1.94298425041252
W02000317,13.665897014918642,12.816964445058959,14.526446659053285,1.7094822139943258
W02000318,14.188789427564034,13.262487010499623,15.11372534610235,1.8512383356027282
W02000319,14.185705928284879,13.260560405114932,15.145257555355524,1.8846971502405925
W02000320,14.347010452891455,13.395234941058408,15.349497685771464,1.9542627447130556
W02000321,14.217930843709839,13.29122999394323,15.149207867062547,1.8579778731193173
W02000322,14.278918156812493,13.343061248481979,15.245421506810706,1.9023602583287271
W02000323,14.349540434601384,13.394659914233296,15.367685520549466,1.9730256063161704
W02000324,14.389080863765374,13.406935771909053,15.410850928430799,2.003915156521746
W02000325,13.757019873348717,12.926936397207703,14.624587075759786,1.6976506785520833
W02000326,14.279976276315528,13.346548250414218,15.273342056259844,1.9267938058456267
