cell_id,domain_id,age_group,sex,pop_count
W02000041_age_25_44_sex_female,W02000041,age_25_44,sex_female,875
W02000041_age_25_44_sex_male,W02000041,age_25_44,sex_male,847
W02000041_age_45_64_sex_female,W02000041,age_45_64,sex_female,1332
W02000041_age_45_64_sex_male,W02000041,age_45_64,sex_male,1288
W02000041_age_65_plus_sex_female,W02000041,age_65_plus,sex_female,1070
W02000041_age_65_plus_sex_male,W02000041,age_65_plus,sex_male,1035
W02000042_age_0_15_sex_female,W02000042,age_0_15,sex_female,458
W02000042_age_0_15_sex_male,W02000042,age_0_15,sex_male,423
W02000042_age_16_24_sex_female,W02000042,age_16_24,sex_female,271
W02000042_age_16_24_sex_male,W02000042,age_16_24,sex_male,251
W02000042_age_25_44_sex_female,W02000042,age_25_44,sex_female,579
W02000042_age_25_44_sex_male,W02000042,age_25_44,sex_male,535
W02000042_age_45_64_sex_female,W02000042,age_45_64,sex_female,791
W02000042_age_45_64_sex_male,W02000042,age_45_64,sex_male,730
W02000042_age_65_plus_sex_female,W02000042,age_65_plus,sex_female,947
W02000042_age_65_plus_sex_male,W02000042,age_65_plus,sex_male,874
W02000043_age_0_15_sex_female,W02000043,age_0_15,sex_female,435
W02000043_age_0_15_sex_male,W02000043,age_0_15,sex_male,387
W02000043_age_16_24_sex_female,W02000043,age_16_24,sex_female,290
W02000043_age_16_24_sex_male,W02000043,age_16_24,sex_male,258
W02000043_age_25_44_sex_female,W02000043,age_25_44,sex_female,555
W02000043_age_25_44_sex_male,W02000043,age_25_44,sex_male,495
W02000043_age_45_64_sex_female,W02000043,age_45_64,sex_female,777
W02000043_age_45_64_sex_male,W02000043,age_45_64,sex_male,691
W02000043_age_65_plus_sex_female,W02000043,age_65_plus,sex_female,719
W02000043_age_65_plus_sex_male,W02000043,age_65_plus,sex_male,640
W02000044_age_0_15_sex_female,W02000044,age_0_15,sex_female,399
W02000044_age_0_15_sex_male,W02000044,age_0_15,sex_male,353
W02000044_age_16_24_sex_female,W02000044,age_16_24,sex_female,251
W02000044_age_16_24_sex_male,W02000044,age_16_24,sex_male,222
W02000044_age_25_44_sex_female,W02000044,age_25_44,sex_female,528
W02000044_age_25_44_sex_male,W02000044,age_25_44,sex_male,468
W02000044_age_45_64_sex_female,W02000044,age_45_64,sex_female,762
W02000044_age_45_64_sex_male,W02000044,age_45_64,sex_male,675
W02000044_age_65_plus_sex_female,W02000044,age_65_plus,sex_female,868
W02000044_age_65_plus_sex_male,W02000044,age_65_plus,sex_male,769
W02000045_age_0_15_sex_female,W02000045,age_0_15,sex_female,861
W02000045_age_0_15_sex_male,W02000045,age_0_15,sex_male,853
W02000045_age_16_24_sex_female,W02000045,age_16_24,sex_female,561
W02000045_age_16_24_sex_male,W02000045,age_16_24,sex_male,555
W02000045_age_25_44_sex_female,W02000045,age_25_44,sex_female,1063
W02000045_age_25_44_sex_male,W02000045,age_25_44,sex_male,1053
W02000045_age_45_64_sex_female,W02000045,age_45_64,sex_female,1185
W02000045_age_45_64_sex_male,W02000045,age_45_64,sex_male,1174
W02000045_age_65_plus_sex_female,W02000045,age_65_plus,sex_female,1136
W02000045_age_65_plus_sex_male,W02000045,age_65_plus,sex_male,1125
W02000047_age_0_15_sex_female,W02000047,age_0_15,sex_female,717
W02000047_age_0_15_sex_male,W02000047,age_0_15,sex_male,655
W02000047_age_16_24_sex_female,W02000047,age_16_24,sex_female,404
W02000047_age_16_24_sex_male,W02000047,age_16_24,sex_male,368
W02000047_age_25_44_sex_female,W02000047,age_25_44,sex_female,703
W02000047_age_25_44_sex_male,W02000047,age_25_44,sex_male,642
W02000047_age_45_64_sex_female,W02000047,age_45_64,sex_female,693
W02000047_age_45_64_sex_male,W02000047,age_45_64,sex_male,633
W02000047_age_65_plus_sex_female,W02000047,age_65_plus,sex_female,393
W02000047_age_65_plus_sex_male,W02000047,age_65_plus,sex_male,358
W02000049_age_0_15_sex_female,W02000049,age_0_15,sex_female,579
W02000049_age_0_15_sex_male,W02000049,age_0_15,sex_male,554
W02000049_age_16_24_sex_female,W02000049,age_16_24,sex_female,337
W02000049_age_16_24_sex_male,W02000049,age_16_24,sex_male,323
W02000049_age_25_44_sex_female,W02000049,age_25_44,sex_female,704
W02000049_age_25_44_sex_male,W02000049,age_25_44,sex_male,672
W02000049_age_45_64_sex_female,W02000049,age_45_64,sex_female,996
W02000049_age_45_64_sex_male,W02000049,age_45_64,sex_male,952
W02000049_age_65_plus_sex_female,W02000049,age_65_plus,sex_female,788
W02000049_age_65_plus_sex_male,W02000049,age_65_plus,sex_male,753
W02000050_age_0_15_sex_female,W02000050,age_0_15,sex_female,498
W02000050_age_0_15_sex_male,W02000050,age_0_15,sex_male,458
W02000050_age_16_24_sex_female,W02000050,age_16_24,sex_female,327
W02000050_age_16_24_sex_male,W02000050,age_16_24,sex_male,301
W02000050_age_25_44_sex_female,W02000050,age_25_44,sex_female,735
W02000050_age_25_44_sex_male,W02000050,age_25_44,sex_male,677
W02000050_age_45_64_sex_female,W02000050,age_45_64,sex_female,941
W02000050_age_45_64_sex_male,W02000050,age_45_64,sex_male,866
W02000050_age_65_plus_sex_female,W02000050,age_65_plus,sex_female,822
W02000050_age_65_plus_sex_male,W02000050,age_65_plus,sex_male,756
W02000051_age_0_15_sex_female,W02000051,age_0_15,sex_female,364
W02000051_age_0_15_sex_male,W02000051,age_0_15,sex_male,331
W02000051_age_16_24_sex_female,W02000051,age_16_24,sex_female,262
W02000051_age_16_24_sex_male,W02000051,age_16_24,sex_male,238
W02000051_age_25_44_sex_female,W02000051,age_25_44,sex_female,550
W02000051_age_25_44_sex_male,W02000051,age_25_44,sex_male,501
W02000051_age_45_64_sex_female,W02000051,age_45_64,sex_female,805
W02000051_age_45_64_sex_male,W02000051,age_45_64,sex_male,734
W02000051_age_65_plus_sex_female,W02000051,age_65_plus,sex_female,791
W02000051_age_65_plus_sex_male,W02000051,age_65_plus,sex_male,721
W02000052_age_0_15_sex_female,W02000052,age_0_15,sex_female,458
W02000052_age_0_15_sex_male,W02000052,age_0_15,sex_male,446
W02000052_age_16_24_sex_female,W02000052,age_16_24,sex_female,287
W02000052_age_16_24_sex_male,W02000052,age_16_24,sex_male,279
W02000052_age_25_44_sex_female,W02000052,age_25_44,sex_female,594
W02000052_age_25_44_sex_male,W02000052,age_25_44,sex_male,579
W02000052_age_45_64_sex_female,W02000052,age_45_64,sex_female,705
W02000052_age_45_64_sex_male,W02000052,age_45_64,sex_male,686
W02000052_age_65_plus_sex_female,W02000052,age_65_plus,sex_female,491
W02000052_age_65_plus_sex_male,W02000052,age_65_plus,sex_male,478
W02000053_age_0_15_sex_female,W02000053,age_0_15,sex_female,516
W02000053_age_0_15_sex_male,W02000053,age_0_15,sex_male,496
W02000053_age_16_24_sex_female,W02000053,age_16_24,sex_female,299
W02000053_age_16_24_sex_male,W02000053,age_16_24,sex_male,286
W02000053_age_25_44_sex_female,W02000053,age_25_44,sex_female,678
W02000053_age_25_44_sex_male,W02000053,age_25_44,sex_male,650
W02000053_age_45_64_sex_female,W02000053,age_45_64,sex_female,923
W02000053_age_45_64_sex_male,W02000053,age_45_64,sex_male,886
W02000053_age_65_plus_sex_female,W02000053,age_65_plus,sex_female,809
W02000053_age_65_plus_sex_male,W02000053,age_65_plus,sex_male,776
W02000054_age_0_15_sex_female,W02000054,age_0_15,sex_female,420
W02000054_age_0_15_sex_male,W02000054,age_0_15,sex_male,425
W02000054_age_16_24_sex_female,W02000054,age_16_24,sex_female,286
W02000054_age_16_24_sex_male,W02000054,age_16_24,sex_male,289
W02000054_age_25_44_sex_female,W02000054,age_25_44,sex_female,544
W02000054_age_25_44_sex_male,W02000054,age_25_44,sex_male,550
W02000054_age_45_64_sex_female,W02000054,age_45_64,sex_female,994
W02000054_age_45_64_sex_male,W02000054,age_45_64,sex_male,1005
W02000054_age_65_plus_sex_female,W02000054,age_65_plus,sex_female,807
W02000054_age_65_plus_sex_male,W02000054,age_65_plus,sex_male,816
W02000055_age_0_15_sex_female,W02000055,age_0_15,sex_female,476
W02000055_age_0_15_sex_male,W02000055,age_0_15,sex_male,461
W02000055_age_16_24_sex_female,W02000055,age_16_24,sex_female,329
W02000055_age_16_24_sex_male,W02000055,age_16_24,sex_male,318
W02000055_age_25_44_sex_female,W02000055,age_25_44,sex_female,605
W02000055_age_25_44_sex_male,W02000055,age_25_44,sex_male,586
W02000055_age_45_64_sex_female,W02000055,age_45_64,sex_female,766
W02000055_age_45_64_sex_male,W02000055,age_45_64,sex_male,741
W02000055_age_65_plus_sex_female,W02000055,age_65_plus,sex_female,719
W02000055_age_65_plus_sex_male,W02000055,age_65_plus,sex_male,696
W02000056_age_0_15_sex_female,W02000056,age_0_15,sex_female,436
W02000056_age_0_15_sex_male,W02000056,age_0_15,sex_male,431
W02000056_age_16_24_sex_female,W02000056,age_16_24,sex_female,237
W02000056_age_16_24_sex_male,W02000056,age_16_24,sex_male,234
W02000056_age_25_44_sex_female,W02000056,age_25_44,sex_female,531
W02000056_age_25_44_sex_male,W02000056,age_25_44,sex_male,526
W02000056_age_45_64_sex_female,W02000056,age_45_64,sex_female,788
W02000056_age_45_64_sex_male,W02000056,age_45_64,sex_male,780
W02000056_age_65_plus_sex_female,W02000056,age_65_plus,sex_female,616
W02000056_age_65_plus_sex_male,W02000056,age_65_plus,sex_male,610
W02000057_age_0_15_sex_female,W02000057,age_0_15,sex_female,432
W02000057_age_0_15_sex_male,W02000057,age_0_15,sex_male,426
W02000057_age_16_24_sex_female,W02000057,age_16_24,sex_female,246
W02000057_age_16_24_sex_male,W02000057,age_16_24,sex_male,243
W02000057_age_25_44_sex_female,W02000057,age_25_44,sex_female,600
W02000057_age_25_44_sex_male,W02000057,age_25_44,sex_male,593
W02000057_age_45_64_sex_female,W02000057,age_45_64,sex_female,957
W02000057_age_45_64_sex_male,W02000057,age_45_64,sex_male,944
W02000057_age_65_plus_sex_female,W02000057,age_65_plus,sex_female,903
W02000057_age_65_plus_sex_male,W02000057,age_65_plus,sex_male,892
W02000058_age_0_15_sex_female,W02000058,age_0_15,sex_female,366
W02000058_age_0_15_sex_male,W02000058,age_0_15,sex_male,342
W02000058_age_16_24_sex_female,W02000058,age_16_24,sex_female,242
W02000058_age_16_24_sex_male,W02000058,age_16_24,sex_male,226
W02000058_age_25_44_sex_female,W02000058,age_25_44,sex_female,485
W02000058_age_25_44_sex_male,W02000058,age_25_44,sex_male,453
W02000058_age_45_64_sex_female,W02000058,age_45_64,sex_female,850
W02000058_age_45_64_sex_male,W02000058,age_45_64,sex_male,795
W02000058_age_65_plus_sex_female,W02000058,age_65_plus,sex_female,708
W02000058_age_65_plus_sex_male,W02000058,age_65_plus,sex_male,663
W02000059_age_0_15_sex_female,W02000059,age_0_15,sex_female,557
W02000059_age_0_15_sex_male,W02000059,age_0_15,sex_male,559
W02000059_age_16_24_sex_female,W02000059,age_16_24,sex_female,344
W02000059_age_16_24_sex_male,W02000059,age_16_24,sex_male,346
W02000059_age_25_44_sex_female,W02000059,age_25_44,sex_female,665
W02000059_age_25_44_sex_male,W02000059,age_25_44,sex_male,668
W02000059_age_45_64_sex_female,W02000059,age_45_64,sex_female,999
W02000059_age_45_64_sex_male,W02000059,age_45_64,sex_male,1004
W02000059_age_65_plus_sex_female,W02000059,age_65_plus,sex_female,716
W02000059_age_65_plus_sex_male,W02000059,age_65_plus,sex_male,719
W02000060_age_0_15_sex_female,W02000060,age_0_15,sex_female,1004
W02000060_age_0_15_sex_male,W02000060,age_0_15,sex_male,959
W02000060_age_16_24_sex_female,W02000060,age_16_24,sex_female,625
W02000060_age_16_24_sex_male,W02000060,age_16_24,sex_male,597
W02000060_age_25_44_sex_female,W02000060,age_25_44,sex_female,1331
W02000060_age_25_44_sex_male,W02000060,age_25_44,sex_male,1272
W02000060_age_45_64_sex_female,W02000060,age_45_64,sex_female,1496
W02000060_age_45_64_sex_male,W02000060,age_45_64,sex_male,1431
W02000060_age_65_plus_sex_female,W02000060,age_65_plus,sex_female,1040
W02000060_age_65_plus_sex_male,W02000060,age_65_plus,sex_male,994
W02000061_age_0_15_sex_female,W02000061,age_0_15,sex_female,754
W02000061_age_0_15_sex_male,W02000061,age_0_15,sex_male,710
W02000061_age_16_24_sex_female,W02000061,age_16_24,sex_female,428
W02000061_age_16_24_sex_male,W02000061,age_16_24,sex_male,404
W02000061_age_25_44_sex_female,W02000061,age_25_44,sex_female,1176
W02000061_age_25_44_sex_male,W02000061,age_25_44,sex_male,1108
W02000061_age_45_64_sex_female,W02000061,age_45_64,sex_female,918
W02000061_age_45_64_sex_male,W02000061,age_45_64,sex_male,866
W02000061_age_65_plus_sex_female,W02000061,age_65_plus,sex_female,652
W02000061_age_65_plus_sex_male,W02000061,age_65_plus,sex_male,614
W02000062_age_0_15_sex_female,W02000062,age_0_15,sex_female,491
W02000062_age_0_15_sex_male,W02000062,age_0_15,sex_male,460
W02000062_age_16_24_sex_female,W02000062,age_16_24,sex_female,325
W02000062_age_16_24_sex_male,W02000062,age_16_24,sex_male,304
W02000062_age_25_44_sex_female,W02000062,age_25_44,sex_female,724
W02000062_age_25_44_sex_male,W02000062,age_25_44,sex_male,678
W02000062_age_45_64_sex_female,W02000062,age_45_64,sex_female,917
W02000062_age_45_64_sex_male,W02000062,age_45_64,sex_male,860
W02000062_age_65_plus_sex_female,W02000062,age_65_plus,sex_female,694
W02000062_age_65_plus_sex_male,W02000062,age_65_plus,sex_male,651
W02000063_age_0_15_sex_female,W02000063,age_0_15,sex_female,522
W02000063_age_0_15_sex_male,W02000063,age_0_15,sex_male,509
W02000063_age_16_24_sex_female,W02000063,age_16_24,sex_female,380
W02000063_age_16_24_sex_male,W02000063,age_16_24,sex_male,370
W02000063_age_25_44_sex_female,W02000063,age_25_44,sex_female,719
W02000063_age_25_44_sex_male,W02000063,age_25_44,sex_male,700
W02000063_age_45_64_sex_female,W02000063,age_45_64,sex_female,1326
W02000063_age_45_64_sex_male,W02000063,age_45_64,sex_male,1291
W02000063_age_65_plus_sex_female,W02000063,age_65_plus,sex_female,1160
W02000063_age_65_plus_sex_male,W02000063,age_65_plus,sex_male,1129
W02000064_age_0_15_sex_female,W02000064,age_0_15,sex_female,545
W02000064_age_0_15_sex_male,W02000064,age_0_15,sex_male,530
W02000064_age_16_24_sex_female,W02000064,age_16_24,sex_female,381
W02000064_age_16_24_sex_male,W02000064,age_16_24,sex_male,370
W02000064_age_25_44_sex_female,W02000064,age_25_44,sex_female,858
W02000064_age_25_44_sex_male,W02000064,age_25_44,sex_male,833
W02000064_age_45_64_sex_female,W02000064,age_45_64,sex_female,773
W02000064_age_45_64_sex_male,W02000064,age_45_64,sex_male,751
W02000064_age_65_plus_sex_female,W02000064,age_65_plus,sex_female,546
W02000064_age_65_plus_sex_male,W02000064,age_65_plus,sex_male,531
W02000065_age_0_15_sex_female,W02000065,age_0_15,sex_female,625
W02000065_age_0_15_sex_male,W02000065,age_0_15,sex_male,611
W02000065_age_16_24_sex_female,W02000065,age_16_24,sex_female,378
W02000065_age_16_24_sex_male,W02000065,age_16_24,sex_male,369
W02000065_age_25_44_sex_female,W02000065,age_25_44,sex_female,969
W02000065_age_25_44_sex_male,W02000065,age_25_44,sex_male,949
W02000065_age_45_64_sex_female,W02000065,age_45_64,sex_female,996
W02000065_age_45_64_sex_male,W02000065,age_45_64,sex_male,974
W02000065_age_65_plus_sex_female,W02000065,age_65_plus,sex_female,709
W02000065_age_65_plus_sex_male,W02000065,age_65_plus,sex_male,694
W02000066_age_0_15_sex_female,W02000066,age_0_15,sex_female,922
W02000066_age_0_15_sex_male,W02000066,age_0_15,sex_male,909
W02000066_age_16_24_sex_female,W02000066,age_16_24,sex_female,503
W02000066_age_16_24_sex_male,W02000066,age_16_24,sex_male,496
W02000066_age_25_44_sex_female,W02000066,age_25_44,sex_female,1440
W02000066_age_25_44_sex_male,W02000066,age_25_44,sex_male,1420
W02000066_age_45_64_sex_female,W02000066,age_45_64,sex_female,1252
W02000066_age_45_64_sex_male,W02000066,age_45_64,sex_male,1235
W02000066_age_65_plus_sex_female,W02000066,age_65_plus,sex_female,838
W02000066_age_65_plus_sex_male,W02000066,age_65_plus,sex_male,826
W02000067_age_0_15_sex_female,W02000067,age_0_15,sex_female,618
W02000067_age_0_15_sex_male,W02000067,age_0_15,sex_male,582
W02000067_age_16_24_sex_female,W02000067,age_16_24,sex_female,352
W02000067_age_16_24_sex_male,W02000067,age_16_24,sex_male,332
W02000067_age_25_44_sex_female,W02000067,age_25_44,sex_female,793
W02000067_age_25_44_sex_male,W02000067,age_25_44,sex_male,748
W02000067_age_45_64_sex_female,W02000067,age_45_64,sex_female,991
W02000067_age_45_64_sex_male,W02000067,age_45_64,sex_male,934
W02000067_age_65_plus_sex_female,W02000067,age_65_plus,sex_female,761
W02000067_age_65_plus_sex_male,W02000067,age_65_plus,sex_male,717
W02000068_age_0_15_sex_female,W02000068,age_0_15,sex_female,382
W02000068_age_0_15_sex_male,W02000068,age_0_15,sex_male,388
W02000068_age_16_24_sex_female,W02000068,age_16_24,sex_female,222
W02000068_age_16_24_sex_male,W02000068,age_16_24,sex_male,225
W02000068_age_25_44_sex_female,W02000068,age_25_44,sex_female,658
W02000068_age_25_44_sex_male,W02000068,age_25_44,sex_male,668
W02000068_age_45_64_sex_female,W02000068,age_45_64,sex_female,786
W02000068_age_45_64_sex_male,W02000068,age_45_64,sex_male,798
W02000068_age_65_plus_sex_female,W02000068,age_65_plus,sex_female,530
W02000068_age_65_plus_sex_male,W02000068,age_65_plus,sex_male,539
W02000069_age_0_15_sex_female,W02000069,age_0_15,sex_female,506
W02000069_age_0_15_sex_male,W02000069,age_0_15,sex_male,474
W02000069_age_16_24_sex_female,W02000069,age_16_24,sex_female,299
W02000069_age_16_24_sex_male,W02000069,age_16_24,sex_male,281
W02000069_age_25_44_sex_female,W02000069,age_25_44,sex_female,681
W02000069_age_25_44_sex_male,W02000069,age_25_44,sex_male,639
W02000069_age_45_64_sex_female,W02000069,age_45_64,sex_female,976
W02000069_age_45_64_sex_male,W02000069,age_45_64,sex_male,916
W02000069_age_65_plus_sex_female,W02000069,age_65_plus,sex_female,767
W02000069_age_65_plus_sex_male,W02000069,age_65_plus,sex_male,720
W02000070_age_0_15_sex_female,W02000070,age_0_15,sex_female,863
W02000070_age_0_15_sex_male,W02000070,age_0_15,sex_male,828
W02000070_age_16_24_sex_female,W02000070,age_16_24,sex_female,572
W02000070_age_16_24_sex_male,W02000070,age_16_24,sex_male,548
W02000070_age_25_44_sex_female,W02000070,age_25_44,sex_female,1136
W02000070_age_25_44_sex_male,W02000070,age_25_44,sex_male,1090
W02000070_age_45_64_sex_female,W02000070,age_45_64,sex_female,1631
W02000070_age_45_64_sex_male,W02000070,age_45_64,sex_male,1564
W02000070_age_65_plus_sex_female,W02000070,age_65_plus,sex_female,1222
W02000070_age_65_plus_sex_male,W02000070,age_65_plus,sex_male,1171
W02000071_age_0_15_sex_female,W02000071,age_0_15,sex_female,503
W02000071_age_0_15_sex_male,W02000071,age_0_15,sex_male,487
W02000071_age_16_24_sex_female,W02000071,age_16_24,sex_female,331
W02000071_age_16_24_sex_male,W02000071,age_16_24,sex_male,320
W02000071_age_25_44_sex_female,W02000071,age_25_44,sex_female,761
W02000071_age_25_44_sex_male,W02000071,age_25_44,sex_male,737
W02000071_age_45_64_sex_female,W02000071,age_45_64,sex_female,978
W02000071_age_45_64_sex_male,W02000071,age_45_64,sex_male,947
W02000071_age_65_plus_sex_female,W02000071,age_65_plus,sex_female,1003
W02000071_age_65_plus_sex_male,W02000071,age_65_plus,sex_male,971
W02000072_age_0_15_sex_female,W02000072,age_0_15,sex_female,1051
W02000072_age_0_15_sex_male,W02000072,age_0_15,sex_male,1019
W02000072_age_16_24_sex_female,W02000072,age_16_24,sex_female,577
W02000072_age_16_24_sex_male,W02000072,age_16_24,sex_male,559
W02000072_age_25_44_sex_female,W02000072,age_25_44,sex_female,1759
W02000072_age_25_44_sex_male,W02000072,age_25_44,sex_male,1704
W02000072_age_45_64_sex_female,W02000072,age_45_64,sex_female,1551
