cell_id,domain_id,age_group,sex,car_access,economic_status,pop_count
W02000068_age_65_plus_sex_male_no_car_access_econ_inactive,W02000068,age_65_plus,sex_male,no_car_access,econ_inactive,18.52388295020783
W02000068_age_65_plus_sex_male_car_access_econ_employed,W02000068,age_65_plus,sex_male,car_access,econ_employed,123.30396966976639
W02000068_age_65_plus_sex_male_car_access_econ_unemployed,W02000068,age_65_plus,sex_male,car_access,econ_unemployed,6.563342416864278
W02000068_age_65_plus_sex_male_car_access_econ_inactive,W02000068,age_65_plus,sex_male,car_access,econ_inactive,81.84874072795452
W02000069_age_16_24_sex_female_no_car_access_econ_employed,W02000069,age_16_24,sex_female,no_car_access,econ_employed,5.5389854851308415
W02000069_age_16_24_sex_female_no_car_access_econ_unemployed,W02000069,age_16_24,sex_female,no_car_access,econ_unemployed,0.19965258527753363
W02000069_age_16_24_sex_female_no_car_access_econ_inactive,W02000069,age_16_24,sex_female,no_car_access,econ_inactive,3.84285434781895
W02000069_age_16_24_sex_female_car_access_econ_employed,W02000069,age_16_24,sex_female,car_access,econ_employed,63.991873784437885
W02000069_age_16_24_sex_female_car_access_econ_unemployed,W02000069,age_16_24,sex_female,car_access,econ_unemployed,2.3065853976533495
W02000069_age_16_24_sex_female_car_access_econ_inactive,W02000069,age_16_24,sex_female,car_access,econ_inactive,44.39647857134612
W02000069_age_16_24_sex_male_no_car_access_econ_employed,W02000069,age_16_24,sex_male,no_car_access,econ_employed,5.197729103848787
W02000069_age_16_24_sex_male_no_car_access_econ_unemployed,W02000069,age_16_24,sex_male,no_car_access,econ_unemployed,0.18735200804216856
W02000069_age_16_24_sex_male_no_car_access_econ_inactive,W02000069,age_16_24,sex_male,no_car_access,econ_inactive,3.6060964483712814
W02000069_age_16_24_sex_male_car_access_econ_employed,W02000069,age_16_24,sex_male,car_access,econ_employed,60.049340384096354
W02000069_age_16_24_sex_male_car_access_econ_unemployed,W02000069,age_16_24,sex_male,car_access,econ_unemployed,2.1644768855378644
W02000069_age_16_24_sex_male_car_access_econ_inactive,W02000069,age_16_24,sex_male,car_access,econ_inactive,41.66121565007742
W02000069_age_25_44_sex_female_no_car_access_econ_employed,W02000069,age_25_44,sex_female,no_car_access,econ_employed,12.605966966159846
W02000069_age_25_44_sex_female_no_car_access_econ_unemployed,W02000069,age_25_44,sex_female,no_car_access,econ_unemployed,0.454381745804042
W02000069_age_25_44_sex_female_no_car_access_econ_inactive,W02000069,age_25_44,sex_female,no_car_access,econ_inactive,8.745806446760367
W02000069_age_25_44_sex_female_car_access_econ_employed,W02000069,age_25_44,sex_female,car_access,econ_employed,145.63667826803103
W02000069_age_25_44_sex_female_car_access_econ_unemployed,W02000069,age_25_44,sex_female,car_access,econ_unemployed,5.249470215349001
W02000069_age_25_44_sex_female_car_access_econ_inactive,W02000069,age_25_44,sex_female,car_access,econ_inactive,101.04026157616701
W02000069_age_25_44_sex_male_no_car_access_econ_employed,W02000069,age_25_44,sex_male,no_car_access,econ_employed,11.829314512207583
W02000069_age_25_44_sex_male_no_car_access_econ_unemployed,W02000069,age_25_44,sex_male,no_car_access,econ_unemployed,0.4263873286476939
W02000069_age_25_44_sex_male_no_car_access_econ_inactive,W02000069,age_25_44,sex_male,no_car_access,econ_inactive,8.206978123879466
W02000069_age_25_44_sex_male_car_access_econ_employed,W02000069,age_25_44,sex_male,car_access,econ_employed,136.66401604656411
W02000069_age_25_44_sex_male_car_access_econ_unemployed,W02000069,age_25_44,sex_male,car_access,econ_unemployed,4.926050842948243
W02000069_age_25_44_sex_male_car_access_econ_inactive,W02000069,age_25_44,sex_male,car_access,econ_inactive,94.81518044500379
W02000069_age_45_64_sex_female_no_car_access_econ_employed,W02000069,age_45_64,sex_female,no_car_access,econ_employed,18.06855265149578
W02000069_age_45_64_sex_female_no_car_access_econ_unemployed,W02000069,age_45_64,sex_female,no_car_access,econ_unemployed,0.6512805023191269
W02000069_age_45_64_sex_female_no_car_access_econ_inactive,W02000069,age_45_64,sex_female,no_car_access,econ_inactive,12.535655907023195
W02000069_age_45_64_sex_female_car_access_econ_employed,W02000069,age_45_64,sex_female,car_access,econ_employed,208.74590551751118
W02000069_age_45_64_sex_female_car_access_econ_unemployed,W02000069,age_45_64,sex_female,car_access,econ_unemployed,7.524240642000237
W02000069_age_45_64_sex_female_car_access_econ_inactive,W02000069,age_45_64,sex_female,car_access,econ_inactive,144.8243749258394
W02000069_age_45_64_sex_male_no_car_access_econ_employed,W02000069,age_45_64,sex_male,no_car_access,econ_employed,16.955350800830868
W02000069_age_45_64_sex_male_no_car_access_econ_unemployed,W02000069,age_45_64,sex_male,no_car_access,econ_unemployed,0.6111551710616946
W02000069_age_45_64_sex_male_no_car_access_econ_inactive,W02000069,age_45_64,sex_male,no_car_access,econ_inactive,11.763335310893902
W02000069_age_45_64_sex_male_car_access_econ_employed,W02000069,age_45_64,sex_male,car_access,econ_employed,195.88508966674192
W02000069_age_45_64_sex_male_car_access_econ_unemployed,W02000069,age_45_64,sex_male,car_access,econ_unemployed,7.060672874892482
W02000069_age_45_64_sex_male_car_access_econ_inactive,W02000069,age_45_64,sex_male,car_access,econ_inactive,135.90175863783878
W02000069_age_65_plus_sex_female_no_car_access_econ_employed,W02000069,age_65_plus,sex_female,no_car_access,econ_employed,14.200812786878556
W02000069_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000069,age_65_plus,sex_female,no_car_access,econ_unemployed,0.5118679212201596
W02000069_age_65_plus_sex_female_no_car_access_econ_inactive,W02000069,age_65_plus,sex_female,no_car_access,econ_inactive,9.852283474494447
W02000069_age_65_plus_sex_female_car_access_econ_employed,W02000069,age_65_plus,sex_female,car_access,econ_employed,164.0619246852744
W02000069_age_65_plus_sex_female_car_access_econ_unemployed,W02000069,age_65_plus,sex_female,car_access,econ_unemployed,5.913607735018157
W02000069_age_65_plus_sex_female_car_access_econ_inactive,W02000069,age_65_plus,sex_female,car_access,econ_inactive,113.82338557860636
W02000069_age_65_plus_sex_male_no_car_access_econ_employed,W02000069,age_65_plus,sex_male,no_car_access,econ_employed,13.325902030039908
W02000069_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000069,age_65_plus,sex_male,no_car_access,econ_unemployed,0.48033178613569766
W02000069_age_65_plus_sex_male_no_car_access_econ_inactive,W02000069,age_65_plus,sex_male,no_car_access,econ_inactive,9.245285204703611
W02000069_age_65_plus_sex_male_car_access_econ_employed,W02000069,age_65_plus,sex_male,car_access,econ_employed,153.9540847433643
W02000069_age_65_plus_sex_male_car_access_econ_unemployed,W02000069,age_65_plus,sex_male,car_access,econ_unemployed,5.549270911715181
W02000069_age_65_plus_sex_male_car_access_econ_inactive,W02000069,age_65_plus,sex_male,car_access,econ_inactive,106.8107373649399
W02000070_age_16_24_sex_female_no_car_access_econ_employed,W02000070,age_16_24,sex_female,no_car_access,econ_employed,11.837914038190423
W02000070_age_16_24_sex_female_no_car_access_econ_unemployed,W02000070,age_16_24,sex_female,no_car_access,econ_unemployed,0.4187622691334002
W02000070_age_16_24_sex_female_no_car_access_econ_inactive,W02000070,age_16_24,sex_female,no_car_access,econ_inactive,7.51970956400837
W02000070_age_16_24_sex_female_car_access_econ_employed,W02000070,age_16_24,sex_female,car_access,econ_employed,128.36933767868396
W02000070_age_16_24_sex_female_car_access_econ_unemployed,W02000070,age_16_24,sex_female,car_access,econ_unemployed,4.541022595708485
W02000070_age_16_24_sex_female_car_access_econ_inactive,W02000070,age_16_24,sex_female,car_access,econ_inactive,81.54309392293732
W02000070_age_16_24_sex_male_no_car_access_econ_employed,W02000070,age_16_24,sex_male,no_car_access,econ_employed,11.351304852841766
W02000070_age_16_24_sex_male_no_car_access_econ_unemployed,W02000070,age_16_24,sex_male,no_car_access,econ_unemployed,0.40154863115796274
W02000070_age_16_24_sex_male_no_car_access_econ_inactive,W02000070,age_16_24,sex_male,no_car_access,econ_inactive,7.210604451976321
W02000070_age_16_24_sex_male_car_access_econ_employed,W02000070,age_16_24,sex_male,car_access,econ_employed,123.09258886719154
W02000070_age_16_24_sex_male_car_access_econ_unemployed,W02000070,age_16_24,sex_male,car_access,econ_unemployed,4.354359362742036
W02000070_age_16_24_sex_male_car_access_econ_inactive,W02000070,age_16_24,sex_male,car_access,econ_inactive,78.19118425569032
W02000070_age_25_44_sex_female_no_car_access_econ_employed,W02000070,age_25_44,sex_female,no_car_access,econ_employed,23.527854150903472
W02000070_age_25_44_sex_female_no_car_access_econ_unemployed,W02000070,age_25_44,sex_female,no_car_access,econ_unemployed,0.8322900099026331
W02000070_age_25_44_sex_female_no_car_access_econ_inactive,W02000070,age_25_44,sex_female,no_car_access,econ_inactive,14.94542275846664
W02000070_age_25_44_sex_female_car_access_econ_employed,W02000070,age_25_44,sex_female,car_access,econ_employed,255.13405863638442
W02000070_age_25_44_sex_female_car_access_econ_unemployed,W02000070,age_25_44,sex_female,car_access,econ_unemployed,9.025282408970616
W02000070_age_25_44_sex_female_car_access_econ_inactive,W02000070,age_25_44,sex_female,car_access,econ_inactive,162.06689917183795
W02000070_age_25_44_sex_male_no_car_access_econ_employed,W02000070,age_25_44,sex_male,no_car_access,econ_employed,22.560718395023013
W02000070_age_25_44_sex_male_no_car_access_econ_unemployed,W02000070,age_25_44,sex_male,no_car_access,econ_unemployed,0.7980779044264511
W02000070_age_25_44_sex_male_no_car_access_econ_inactive,W02000070,age_25_44,sex_male,no_car_access,econ_inactive,14.33107634830294
W02000070_age_25_44_sex_male_car_access_econ_employed,W02000070,age_25_44,sex_male,car_access,econ_employed,244.64652037354318
W02000070_age_25_44_sex_male_car_access_econ_unemployed,W02000070,age_25_44,sex_male,car_access,econ_unemployed,8.654289233449797
W02000070_age_25_44_sex_male_car_access_econ_inactive,W02000070,age_25_44,sex_male,car_access,econ_inactive,155.40497870818453
W02000070_age_45_64_sex_female_no_car_access_econ_employed,W02000070,age_45_64,sex_female,no_car_access,econ_employed,33.7697637071593
W02000070_age_45_64_sex_female_no_car_access_econ_unemployed,W02000070,age_45_64,sex_female,no_car_access,econ_unemployed,1.1945941516796554
W02000070_age_45_64_sex_female_no_car_access_econ_inactive,W02000070,age_45_64,sex_female,no_car_access,econ_inactive,21.45131433661317
W02000070_age_45_64_sex_female_car_access_econ_employed,W02000070,age_45_64,sex_female,car_access,econ_employed,366.1964588244602
W02000070_age_45_64_sex_female_car_access_econ_unemployed,W02000070,age_45_64,sex_female,car_access,econ_unemployed,12.954077851150549
W02000070_age_45_64_sex_female_car_access_econ_inactive,W02000070,age_45_64,sex_female,car_access,econ_inactive,232.61623668195074
W02000070_age_45_64_sex_male_no_car_access_econ_employed,W02000070,age_45_64,sex_male,no_car_access,econ_employed,32.38162411145487
W02000070_age_45_64_sex_male_no_car_access_econ_unemployed,W02000070,age_45_64,sex_male,no_car_access,econ_unemployed,1.1454891754907959
W02000070_age_45_64_sex_male_no_car_access_econ_inactive,W02000070,age_45_64,sex_male,no_car_access,econ_inactive,20.569536807200315
W02000070_age_45_64_sex_male_car_access_econ_employed,W02000070,age_45_64,sex_male,car_access,econ_employed,351.1435905631045
W02000070_age_45_64_sex_male_car_access_econ_unemployed,W02000070,age_45_64,sex_male,car_access,econ_unemployed,12.421587646393577
W02000070_age_45_64_sex_male_car_access_econ_inactive,W02000070,age_45_64,sex_male,car_access,econ_inactive,223.05431580083092
W02000070_age_65_plus_sex_female_no_car_access_econ_employed,W02000070,age_65_plus,sex_female,no_car_access,econ_employed,25.292971690526503
W02000070_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000070,age_65_plus,sex_female,no_car_access,econ_unemployed,0.8947304553894883
W02000070_age_65_plus_sex_female_no_car_access_econ_inactive,W02000070,age_65_plus,sex_female,no_car_access,econ_inactive,16.066665166671456
W02000070_age_65_plus_sex_female_car_access_econ_employed,W02000070,age_65_plus,sex_female,car_access,econ_employed,274.27484380811677
W02000070_age_65_plus_sex_female_car_access_econ_unemployed,W02000070,age_65_plus,sex_female,car_access,econ_unemployed,9.702381313866434
W02000070_age_65_plus_sex_female_car_access_econ_inactive,W02000070,age_65_plus,sex_female,car_access,econ_inactive,174.2255569264188
W02000070_age_65_plus_sex_male_no_car_access_econ_employed,W02000070,age_65_plus,sex_male,no_car_access,econ_employed,24.253279029330667
W02000070_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000070,age_65_plus,sex_male,no_car_access,econ_unemployed,0.8579516735366116
W02000070_age_65_plus_sex_male_no_car_access_econ_inactive,W02000070,age_65_plus,sex_male,no_car_access,econ_inactive,15.406228976410123
W02000070_age_65_plus_sex_male_car_access_econ_employed,W02000070,age_65_plus,sex_male,car_access,econ_employed,263.00050460641904
W02000070_age_65_plus_sex_male_car_access_econ_unemployed,W02000070,age_65_plus,sex_male,car_access,econ_unemployed,9.303555317001509
W02000070_age_65_plus_sex_male_car_access_econ_inactive,W02000070,age_65_plus,sex_male,car_access,econ_inactive,167.0638427891669
W02000071_age_16_24_sex_female_no_car_access_econ_employed,W02000071,age_16_24,sex_female,no_car_access,econ_employed,7.034694129188675
W02000071_age_16_24_sex_female_no_car_access_econ_unemployed,W02000071,age_16_24,sex_female,no_car_access,econ_unemployed,0.26398581991851827
W02000071_age_16_24_sex_female_no_car_access_econ_inactive,W02000071,age_16_24,sex_female,no_car_access,econ_inactive,5.307170923641891
W02000071_age_16_24_sex_female_car_access_econ_employed,W02000071,age_16_24,sex_female,car_access,econ_employed,71.41357361472402
W02000071_age_16_24_sex_female_car_access_econ_unemployed,W02000071,age_16_24,sex_female,car_access,econ_unemployed,2.679884930003153
W02000071_age_16_24_sex_female_car_access_econ_inactive,W02000071,age_16_24,sex_female,car_access,econ_inactive,53.876406632783386
W02000071_age_16_24_sex_male_no_car_access_econ_employed,W02000071,age_16_24,sex_male,no_car_access,econ_employed,6.808529794590774
W02000071_age_16_24_sex_male_no_car_access_econ_unemployed,W02000071,age_16_24,sex_male,no_car_access,econ_unemployed,0.2554987163986331
W02000071_age_16_24_sex_male_no_car_access_econ_inactive,W02000071,age_16_24,sex_male,no_car_access,econ_inactive,5.136546194478119
W02000071_age_16_24_sex_male_car_access_econ_employed,W02000071,age_16_24,sex_male,car_access,econ_employed,69.11763820357132
W02000071_age_16_24_sex_male_car_access_econ_unemployed,W02000071,age_16_24,sex_male,car_access,econ_unemployed,2.5937270415630183
W02000071_age_16_24_sex_male_car_access_econ_inactive,W02000071,age_16_24,sex_male,car_access,econ_inactive,52.14428844358292
W02000071_age_25_44_sex_female_no_car_access_econ_employed,W02000071,age_25_44,sex_female,no_car_access,econ_employed,16.18736068436964
W02000071_age_25_44_sex_female_no_car_access_econ_unemployed,W02000071,age_25_44,sex_female,no_car_access,econ_unemployed,0.6074512415329345
W02000071_age_25_44_sex_female_no_car_access_econ_inactive,W02000071,age_25_44,sex_female,no_car_access,econ_inactive,12.212199759778114
W02000071_age_25_44_sex_female_car_access_econ_employed,W02000071,age_25_44,sex_female,car_access,econ_employed,164.32800810269828
W02000071_age_25_44_sex_female_car_access_econ_unemployed,W02000071,age_25_44,sex_female,car_access,econ_unemployed,6.1666169357061795
W02000071_age_25_44_sex_female_car_access_econ_inactive,W02000071,age_25_44,sex_female,car_access,econ_inactive,123.97366687543703
W02000071_age_25_44_sex_male_no_car_access_econ_employed,W02000071,age_25_44,sex_male,no_car_access,econ_employed,15.666939527337906
W02000071_age_25_44_sex_male_no_car_access_econ_unemployed,W02000071,age_25_44,sex_male,no_car_access,econ_unemployed,0.5879217775194351
W02000071_age_25_44_sex_male_no_car_access_econ_inactive,W02000071,age_25_44,sex_male,no_car_access,econ_inactive,11.819579415250724
